Status,Code,Study,ID,Year,FirstAuthor,Journal,PersonExtractingData,DateExtracted,Habitat,HabitatDescription,Location,SpeciesDistribution,Latitude,Longitude,Depth,LabFieldMeso,StudyDuration,StudyDurationDays,StudyArea,SampleSize,Replicates,ReplicationNotes,NumberFactorialEffects,ThirdFactorValue,Month,StudyYear,OtherResponseVariables,StressorOne,StressorOneManipulation,StressorOneLevels,StressorOneUnits,StressorOneRange,StressorOneRelativeToBackground,Acclimation,AcclimationNotes,WaterAirStress,StressorTwo,InteractionCode,StressorTwoFurther,StressorTwoManipulation,StressorTwoLevels,StressorTwoUnits,StressorTwoRange,StressorTwoRelativeToBackground,BackgroundAmbientEffectOne,BackgroundAmbientEffectTwo,Genus,Species,Lifestage,TaxaCategory,TaxaFurther,TrophicGroup,OrganisationLevel,ThermalTolerance,Endemic,SpawningDispersal,ResponseVariable,Responsefurther,PlantAnimalOther,ResponseDefined,ResponseUnits,FeedingReported,FeedingRegime,TimeSeries,ResponseTime,LastTimePoint,StressorOneInitialConditions,StressorOneTreatmentConditions,StressorOneDifference,TempDifferenceCateg,StressorTwoInitialConditions,StressorTwoTreatmentConditions,ThirdFactorLevel,C_mean,C_sd,C_n,S1_mean,S1_sd,S1_n,S2_mean,S2_sd,S2_n,S1_S2_mean,S1_S2_sd,S1_S2_n,AdditiveNullModel,MultiplicativeNullModel,DominanceNullModel,Sd_p,n_p,j,s,HedgesdAdditive,VdAdditive,HedgesdMultiplicative,VdMultiplicative,HedgesdDominance,VdDominance,NullModelClosestZero,additive-observed,multi-observed,dom-observed,Add?,Mult?,Dom?,%changeA,%changeB,%difference,Assymetric?,Eco_surprise_larger,Eco_surprise_smaller,Surprise,Temp_asymmetric,secondstress_asym
OriginalData,F,74,102,1998,Morgan,Fish Phys. & Bioch.,MJ,,Freshwater,Lentic,Canada,,NA,NA,,Mesocosm,90 days,90,270 L,130,NA,,3,pH,,,,Temperature,Heat exchanger,2,celsius,,Elevated,Yes,3 weeks,,Contamination,T x Contamination,,(NH4)2SO4 stock solution,2,?M,8.3-88.8,Elevated,,8.3ÔøΩ0.3,Oncorhynchus,mykiss,Juvenile,Vertebrate,Salmonid,,Individual,,,NA,Animal growth/size,Size,Animal,final weight,g,Yes,"Throughout the exposure the fish were fed by hand to satiation twice daily (08:30h and 16:30h) from a known weight of food which was re-weighed after feeding. Throughout the acclimation period the fish were fed a ration of 1% of body weight day?1 (wet basis) of Zeigler Trout Starter no.3 (protein, 50%; lipid, 15%; water, 12%)",Yes,90,Yes,,Ambient + 2 degrees celsius,2,1 ÔøΩ 3,,70 ?mol ammonia,,10.6,3.16227766,40,14.8,5.059644256,40,11.2,4.427188724,40,14.5,5.059644256,40,15.4,15.63773585,14.8,4.753945729,40,0.990353698,4.909175083,-0.181561731,0.050010301,-0.229521434,0.050016463,-0.060520577,0.050001145,Dominance,0.9,1.13773585,0.3,N,N,Dominance,39.62264151,5.660377358,33.96226415,,,Smaller,Smaller,,
,F,123,195,2018,Wen,Aquatic Toxicology,OFM,28/01/2019,Freshwater,Lotic,Brazil,,-3.283333333,-60.61666667,,Lab,30 days,30,50 L tanks,20,3,"240 full-sibling juvenile S. aequifasciatus individuals were randomly distributed among 50-L tanks (20 fish per tank, three tanks per treatment)",2,,,,,Temperature,,2,celsius,28-31,Elevated,Yes,juvenile S. aequifasciatus fish were acclimated to a temperature of 28 or 31?ÔøΩC to investigate long-term acclimation to temperature outside the preferred range of this specie,n/g,Contamination,T x Contamination,,Microplastics,2,?g L -1,0-200,Elevated,28.0?ÔøΩ?1.0 degrees celsius,0,Symphysodon,aequifasciatus,Juvenile,Vertebrate,Actinopterygii,,Population,S. aequifasciatus showed optimal growth performance at temperatures of 28ÔøΩ29?ÔøΩC,Native,NA,Animal survival,Survival,Animal,Survival rate,Percentage,Yes,fed three times a day with new-born (24-h old) Artemia nauplii,No,30,,28 degrees celsius,31 degrees celsius,3,1 ÔøΩ 3,0,200 ?g L-1,,79.94414,22.64242817,3,86.64805,40.05970246,3,84.46928,34.83452087,3,79.94414,40.05970246,3,91.17319,91.5526566,86.64805,37.53813798,3,0.8,38.81939956,-0.231411101,0.669641728,-0.239231245,0.669846199,-0.138155872,0.667727058,Dominance,11.22905,11.6085166,6.70391,N,N,Dominance,8.385742845,5.660377358,2.725365486,,,Smaller,Smaller,,
,F,132,244,2017,Lambert,Science of the Total Environment,OFM,26/02/2019,Freshwater,Lotic,France,,NA,NA,,Lab,5 weeks,35,40 ÔøΩ 20 ÔøΩ 25 cm,12,3,,2,,,2015,Cellular density,Temperature,Submerged pumps,2,celsius,18-28,Elevated,,,Water,Contamination,T x Contamination,Copper,Copper exposure ÔøΩ supplemented CuSO4 ,2,?g L? 1,0-60,Elevated,18 degrees celsius,0.4 ÔøΩ 0.1 ?g L? 1,,,,Producer,Periphyton,,Community,,,NA,Plant condition/physiological,Photosynthesis,Plant,Photosynthetic efficiency ÔøΩ PSII quantum yield,relative unit,,,No,35,,18 degrees celsius,28 degrees celsius,10,8 ÔøΩ 11,0.4 ÔøΩ 0.1 ?g L? 1, 63.0 ÔøΩ 8.8 ?g L? 1,,0.5950249,0.040796,3,0.439801,0.07164176,3,0.6278607,0.08457707,3,0.39800996,0.09751242,3,0.4726368,0.464070938,0.439801,0.078376727,3,0.8,0.088463505,-0.674871205,0.691969508,-0.59740774,0.686494223,-0.377927962,0.674601641,Dominance,0.07462684,0.066060978,0.04179104,N,N,Dominance,26.08695871,5.518390911,20.5685678,,,Smaller,Smaller,,
OriginalData,F,34,60,2013,Knillman,Global Change Biology,MJ,,Freshwater,Lentic,Germany,,51.35361111,12.43194444,,Lab,17 weeks,119,80 L,,NA,,2,,June,2009,,Temperature,Electric heater,2,celsius,,Elevated,,,Water,Contamination,T x Contamination,Pesticide,"Addition of commercial pesticide formula Sumicidin Alpha EC, which contains 50 g L?1 of the active ingredient, esfenvalerate",3,?g L-1 ,0-3,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Abundance,Animal,Cyclopidae,,,,Yes,NA,,Ambient,Ambient + 6.2 degrees celsius,6.2,4 ÔøΩ 7,0 ?g L-1,3 ?g L-1,,44,41.28393921,12,47.66666667,35.80875126,5,41.6,35.73420397,5,37.4,41.08284313,5,45.26666667,45.06666667,47.66666667,35.77149703,5,0.903225806,38.51882656,-0.184465026,0.400680547,-0.179775237,0.400646383,-0.240742492,0.401159139,Multiplicative,7.86666667,7.66666667,10.26666667,N,Multiplicative,N,8.333333341,5.454545455,2.878787886,,,Smaller,Smaller,,
,F,124,197,2016,Gandar,Environmental Science and Pollution Research,OFM,29/01/2019,Freshwater,Lentic,France,"Originally asiatic species, introduced",NA,NA,,Lab,19 days,19,30 L,12,NA,12 fish for each combination pesticides-temperature,2,,,,,Temperature,Temperature controlled rooms,2,celsius,22-32,Elevated,Yes,"First acclimatized for 2 weeks in opaque tanks under controlled conditions (18 ÔøΩC with a 12:12-h light regime), they were gradually acclimatized to experimental temperatures during 15 days. The temperature was increased by 0.5 ÔøΩC every 12 h until reaching the experimental temperature",Air,Contamination,T x Contamination,Pesticide,Pestcide mixtures,3,?g L?1,0-42,Elevated,,0,Carassius,auratus,size range 10ÔøΩ12 cm,Vertebrate,Actinopterygii,,Individual,,Non-native,NA,Animal condition/physiological,Physiological,Animal,Hepatosomatic index (HSI) ÔøΩ global measurement of the liver growth status and is correlated with energy contents,,,,Yes,4,Yes,22 degrees celsius,32 degrees celsius,10,8 ÔøΩ 11,0,42 ?g L?1,,1.6633719,1.161957716,12,1.1717399,0.835157141,12,1.5801213,1.031238109,12,1.5371292,0.954930879,12,1.0884893,1.113095138,1.1717399,0.938333493,12,0.965517241,0.946668561,0.457572562,0.167393655,0.432476808,0.167316098,0.372664398,0.167148885,Dominance,0.4486399,0.424034062,0.3653893,N,N,Dominance,29.55634876,5.004930046,24.55141872,,Larger,,Larger,,
,F,139,283,2016,Mari,Biology Letters,OFM,13/03/2019,Freshwater,Lentic,France,,46.43333056,6.549997222,,Lab,,NA,24 well cell culture microplates,1152,12,duplicates of 12 eggs per family randomly distributed on a rack (total ÔøΩ 1152 eggs),2,,,,,Temperature,Climate chambers,2,celsius,5-8.5,Elevated,,,,Habitat Alteration,T x Habitat Alteration,Sediment,Sediment,6,g-1 cm-2 ,0-0.029,Elevated,,,Salvelinus,alpinus,Embryo,Vertebrate,Salmonid,,Population,,,NA,Animal survival,Survival,Animal,Survival rate,,No,,No,NA,,5 degrees celsius,8.5 degrees celsius,3.5,1 ÔøΩ 3,0 g-1 cm-2,0.029 g-1 cm-2,,0.8658957,0.240980922,12,0.3998062,0.343389222,12,0.8231901,0.277145796,12,0.08231548,0.186760256,12,0.3571006,0.380087932,0.3998062,0.312030407,12,0.965517241,0.257140398,-1.031770089,0.170363019,-1.118083502,0.171007329,-1.192122152,0.171601233,Additive,0.27478512,0.297772452,0.31749072,Additive,N,N,53.82744134,4.931956586,48.89548476,,,Smaller,Smaller,Y,
OriginalData,F,9,12,2012,Kratina,Ecology,MJ,,Freshwater,Lentic,Canada,,NA,NA,,Mesocosm,16 month,487,"1136-L tanks, 0.6 m deep, 1.5 m in diameter",20,5,,3,Predator presence,June,2009,,Temperature,Submersive water heater,2,celsius,,Elevated,Yes,,,Nutrients,T x Nutrients,,Addition of N and P,2,?g L-1 ,,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,Native,NA,Animal growth/size,Size,Animal,mean zoop body-size,,,,No,486.667,,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,264 ?g L-1 N 27 ?g L-1 P,,0.49366227,0.46982444,5,1.96487345,0.632248548,5,0.470171861,0.415688578,5,1.610415382,1.269374772,5,1.941383042,1.87137698,1.96487345,0.535039821,5,0.903225806,0.9740585,-0.306899977,0.401883752,-0.241984696,0.401171132,-0.328682183,0.40216064,Multiplicative,0.33096766,0.260961598,0.354458068,N,Multiplicative,N,298.0197737,4.758396667,293.2613771,Y,,Smaller,Smaller,Y,
,F,137,271,2019,Hani,Ecotoxicology and Environmental Safety,OFM,13/03/2019,Freshwater,NA,France,,NA,NA,,Lab,90 days,90,90 litre lab glass tanks,320,NA,,2,,,,,Temperature,,2,celsius,16-21,Elevated,Yes,"Few months before the start of the experiments, fish were transferred for acclimation to 300- litter laboratory tanks with continuous freshwater renewal, for the two experiments of this study, sticklebacks were acclimated to 16?ÔøΩC as control temperature, before the onset of the experiments.Then acclimated progressively to the desired experimental temperatures (0.5ÔøΩ0.8?ÔøΩC?day?1)",Water,Contamination,T x Contamination,,Exposed to cadmium chloride,2,ÔøΩg?L?1,0-1,Elevated,,,Gasterosteus,aculeatus,Females,Vertebrate,Actinopterygii,,Individual,<18 degrees celsius,,NA,Animal condition/physiological,Physiological,Animal,Gonadosomatic index ÔøΩGSIÔøΩ Male,,Yes,"All along the acclimation and the experimental periods, sticklebacks were daily fed ad libitum with frozen commercial chironomids larvae, at 3% of body weight/day",Yes,90,Yes,16 degrees celsius,21 degrees celsius,5,4 ÔøΩ 7,0,1 ?g L-1,,12.36,26.64060059,14,2.05,7.101408311,12,12.94,26.52835087,14,4.63,17.64,16,2.63,2.146197411,2.05,20.10754854,12,0.970873786,18.72369189,0.103705379,0.145861341,0.128791845,0.14587653,0.13377994,0.14587994,Additive,2,2.483802589,2.58,Additive,N,N,83.41423948,4.692556634,78.72168285,Y,Larger,,Larger,Y,
OriginalData,F,34,61,2013,Knillman,Global Change Biology,MJ,,Freshwater,Lentic,Germany,,51.35361111,12.43194444,,Lab,17 weeks,119,80 L,,NA,,2,,June,2009,,Temperature,Electric heater,2,celsius,,Elevated,,,Water,Contamination,T x Contamination,Pesticide,"Addition of commercial pesticide formula Sumicidin Alpha EC, which contains 50 g L?1 of the active ingredient, esfenvalerate",3,?g L-1 ,0-3,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Abundance,Animal,Diaptomidae,,,,Yes,NA,,Ambient,Ambient + 6.2 degrees celsius,6.2,4 ÔøΩ 7,0 ?g L-1,3 ?g L-1,,12.58333333,7.78644899,12,33.83333333,52.41914409,5,12,16.4721988,5,13.2,20.21633003,5,33.25,32.26490066,33.83333333,38.85292782,5,0.903225806,30.9697433,-0.584753876,0.406838742,-0.556023668,0.406183246,-0.601766665,0.407242462,Multiplicative,20.05,19.06490066,20.63333333,N,Multiplicative,N,168.8741722,4.635761564,164.2384107,Y,,Smaller,Smaller,Y,
,F,140,296,2018,Romero,Science of the Total Environment,OFM,29/03/2019,Freshwater,Lotic,Spain,,NA,NA,,Lab,,NA,"glass crystallizer (diameter?=?7?cm, height?=?4?cm) filled with 100?mL of water and 10 colonized glass slides",,4,,4,,,,,Temperature,,2,celsius,12.5-19.5,Elevated,,,,Contamination,T x Contamination,,Diuron ÔøΩ herbicide,2,?g?L?1,0-10,Elevated,,,,,,Producer,Periphyton,,Community,,,NA,Plant condition/physiological,Photosynthesis,Plant,Leucine Amino-Peptidase Activity,nmol AMC cm-2 h-1,,,No,1.66667,,12.5 degrees celsius ,19.5 degrees celsius,7,4 ÔøΩ 7,0,10?g?L?1,,131.49171,41.98896,4,175.13812,92.81768,4,137.56906,15.4696,4,162.43094,17.67956,4,181.21547,183.2327417,175.13812,66.53732127,4,0.869565217,48.68152609,-0.335535371,0.50351825,-0.371568533,0.504314474,-0.226979773,0.501609994,Dominance,18.78453,20.8018017,12.70718,N,N,Dominance,33.19327888,4.621850305,28.57142857,,,Smaller,Smaller,,
,F,138,280,2018,Yong,Journal of Applied Phycology,OFM,12/03/2019,Freshwater,NA,Malaysia,,NA,NA,,Lab,,NA,,,3,,2,,,,,Temperature,,2,celsius,25-35,Elevated,,,,Contamination,T x Contamination,Copper,Copper toxicity ÔøΩ copper sulphate exposure,3,?M,300-1000,Elevated,,,Scenedesmus,quadricauda,,Producer,Algae,,Population,,,NA,Plant condition/physiological,Photosynthesis,Plant,photosynthetic parameters - maximum quantum yield (Fv/Fm) of photosystem II,,,,Yes,6,,25 degrees celsius,35 degrees celsius,10,8 ÔøΩ 11,0,1000 ?M,,0.8051653,0.09421486,3,0.8280992,0.08181822,3,0.77107435,0.0694215,3,0.8256198,0.06322313,3,0.79400825,0.793037222,0.77107435,0.075873466,3,0.8,0.069835332,0.362126726,0.673951987,0.373250357,0.674406435,0.624846464,0.688357395,Additive,0.03161155,0.032582578,0.05454545,Additive,N,N,2.848346793,4.234031198,1.385684405,,Larger,,Larger,,
,F,123,185,2018,Wen,Aquatic Toxicology,OFM,28/01/2019,Freshwater,Lotic,Brazil,,-3.283333333,-60.61666667,,Lab,30 days,30,50 L tanks,20,3,"240 full-sibling juvenile S. aequifasciatus individuals were randomly distributed among 50-L tanks (20 fish per tank, three tanks per treatment)",2,,,,,Temperature,,2,celsius,28-31,Elevated,Yes,juvenile S. aequifasciatus fish were acclimated to a temperature of 28 or 31?ÔøΩC to investigate long-term acclimation to temperature outside the preferred range of this specie,n/g,Contamination,T x Contamination,,Microplastics,2,?g L -1,0-200,Elevated,28.0?ÔøΩ?1.0 degrees celsius,0,Symphysodon,aequifasciatus,Juvenile,Vertebrate,Actinopterygii,,Population,S. aequifasciatus showed optimal growth performance at temperatures of 28ÔøΩ29?ÔøΩC,Native,NA,Animal growth/size,Size,Animal,Body length,mm,Yes,fed three times a day with new-born (24-h old) Artemia nauplii,No,30,,28 degrees celsius,31 degrees celsius,3,1 ÔøΩ 3,0,200 ?g L-1,,27.276537,8.636057288,3,28.694134,8.636064216,3,28.400839,9.48273222,3,28.009777,7.28138571,3,29.818436,29.87686743,28.694134,9.069283751,3,0.8,8.224064859,-0.175938204,0.668386347,-0.18162215,0.668499256,-0.066571168,0.666912873,Dominance,1.808659,1.86709043,0.684357,N,N,Dominance,5.19712968,4.121864883,1.075264796,,,Smaller,Smaller,,
,F,134,253,2017,Correa-Araneda,Ecology and Evolution,OFM,27/02/2019,Freshwater,Lotic,Spain,,43,-3,,Lab,7 days,7,Microcosms,,10,"All combinations of litter, temperature, and predator were replicated ten times",3,Predator,,,,Temperature,Water bath,2,celsius,Oct-15,Elevated,,,Water,Nutrients,T x Nutrients,,Leaf litter type,2,g,,,,,Sericostoma,pyrenaicum,,Invertebrate,Caddisfly,Detritivore,Individual,,,NA,Animal condition/physiological,Physiological,Animal,Caddisfly case toughness,g necessary to pierce the case using a penetrometer,Yes,Caddisflies were starved for 24 hr before experiment,No,NA,,10 degrees celsius,15 degrees celsius,5,4 ÔøΩ 7,0.4 g ÔøΩ 0.006 SD dry mass of Alnus glutinosa,0.4 g ÔøΩ 0.006 SD dry mass of Ecualyptus globulus,Absent,57.637794,29.21578366,10,117.06036,60.42354927,10,59.947506,71.04750567,10,70.86614,49.13566002,10,119.370072,121.7513049,117.06036,65.94980428,10,0.957746479,58.15363174,-0.798823198,0.203190593,-0.838040309,0.203511558,-0.760783982,0.202893961,Dominance,48.503932,50.8851649,46.19422,N,N,Dominance,103.0965307,4.007287302,99.08924342,Y,,Smaller,Smaller,Y,
OriginalData,D,45,70,2011,Thompson,J. Animal Ecology,MJ,,Freshwater,Lentic,Canada,,NA,NA,,Mesocosm,,NA,1000 L,40,5,,2,,April,2008,,Temperature,Submersible aquarium heaters,2,celsius,,Elevated,,,Water,Salinity,T x Salinity,,NaCl added,2,ppt,<0.1-0.3,Elevated,,<0.1 ppt,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal diversity,Diversity,Animal,zoop diversity,,,,No,NA,,,Ambient + 2.5 degrees celsius,2.5,1 ÔøΩ 3,<0.1 ppt,0.3 ppt,,0.983,0.297,5,1.12,0.262,5,1.02,0.194,5,1.17,0.235,5,1.157,1.162156663,1.12,0.230521149,5,0.903225806,0.232771347,0.050444076,0.400050892,0.030434607,0.400018525,0.194015676,0.400752842,Multiplicative,0.013,0.007843337,0.05,N,Multiplicative,N,13.93692777,3.763987792,10.17293998,,Larger,,Larger,,
,D,130,220,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Habitat Alteration,T x Habitat Alteration,Sediment,"90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth. Fine river sand sourced from the floodplain of the Taieri River (grain size 0.2 mm) was added on day 0 to half the mesocosms, resulting in deposited sediment values equivalent to those occurring in intensively farmed New Zealand streams",2,percentage cover and mm depth,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,,,,,Producer,Algae,,Community,,,NA,Plant diversity,Diversity,Plant,Algal evenness (PielouÔøΩs),Evenness JÔøΩ,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,0% and 0mm,90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth,Ambient,0.7064516,0.06451614,4,0.5258064,0.27096784,4,0.7322581,0.05806446,4,0.83225805,0.051613,4,0.5516129,0.545013976,0.5258064,0.195952867,4,0.869565217,0.143285428,1.703168735,0.590649492,1.743216036,0.594962567,1.859782251,0.608087188,Additive,0.28064515,0.287244074,0.30645165,Additive,N,N,25.5707822,3.652974953,21.91780725,,Larger,,Larger,,
,F,135,257,2017,Ferreira-Rodriguez,Hydrobiologia,OFM,28/02/2019,Freshwater,Lotic,Spain,European rivers,NA,NA,,Lab,,NA,30 L,96,4,"Each combination of water temperature, trophic condition (three levels), and presence of C. fluminea (two levels) were replicated four times (n = 24 aquariums per each temperature)",3,Invasive predator ,September,2014,,Temperature,,3,celsius,20-28,Elevated,Yes,"Prior to the experiments the mussels were acclimated to laboratory conditions for 1 week (20ÔøΩC and 12:12 light: darkness cycle) and were daily fed with the freshwater microalgae Raphidocelis subcapitata (Korshikov) Nygaard, KomÔøΩrek, J. Kristiansen, and O. M. Skulberg (10,000 cells ml?1) every 24 h",,Food Quantity,T x Food Quantity,,"To represent differences in trophic condition, three concentrations of a suspended phytoplankton culture of R. subcapitata were used as a proxy (100, 1,000, and 10,000 cells ml?1), corresponding to oligotrophic, mesotrophic, and eutrophic conditions, respectively",3,cells ml -1,100-10000,Elevated,,,Unio ,delphinus,,Invertebrate,Mollusca,,Individual,,Native,NA,Animal condition/physiological,Physiological,Animal,Fecal production as a proxy for nutrient enrichment,mg,Yes,,No,7,,20 degrees celsius,28 degrees celsius,8,8 ÔøΩ 11,1000 cells ml -1,10000 cells ml -1,Absent ,0.2546498,0.10553748,4,0.3337057,0.16808842,4,0.26370722,0.18484774,4,0.36981168,0.08986786,4,0.34276312,0.345574991,0.3337057,0.176666924,4,0.869565217,0.140156046,0.167816428,0.500880074,0.150370836,0.500706606,0.22401106,0.501568155,Multiplicative,0.02704856,0.024236689,0.03610598,N,Multiplicative,N,31.04494879,3.556814103,27.48813469,,Larger,,Larger,,
,F,133,245,2018,Pesce,Frontiers in Microbiology,OFM,27/02/2019,Freshwater,Lotic,France,,NA,NA,,Lab,4 weeks,28,40 ÔøΩ 20 ÔøΩ 25 cm,18,3,,2,,September,2014,,Temperature,,3,celsius,18-28,Elevated,,,,Contamination,T x Contamination,Copper,Cu-exposed microcosms were supplemented with CuSO4,2,?g Cu L-1,,Elevated,18 degrees celsius,,,,,Producer,Algae,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Chl a ÔøΩ algal biomass,?g cm^?2,,,Yes,28,Yes,18 degrees celsius,28 degrees celsius,10,8 ÔøΩ 11,,15 ?g Cu L-1,,11.3473625,1.83871,3,10.783954,4.55171,3,11.016336,1.451614,3,9.720476,3.787486,3,10.4529275,10.46936331,10.783954,3.378257475,3,0.8,3.58870964,-0.163279078,0.668147781,-0.166942971,0.668214998,-0.237071952,0.669789062,Additive,0.7324515,0.74888731,1.063478,Additive,N,N,4.965105327,2.917210938,2.04789439,,,Smaller,Smaller,,
,F,140,288,2018,Romero,Science of the Total Environment,OFM,29/03/2019,Freshwater,Lotic,Spain,,NA,NA,,Lab,,NA,"glass crystallizer (diameter?=?7?cm, height?=?4?cm) filled with 100?mL of water and 10 colonized glass slides",,4,,4,,,,,Temperature,,2,celsius,12.5-19.5,Elevated,,,,Contamination,T x Contamination,,Diuron ÔøΩ herbicide,2,?g?L?1,0-10,Elevated,,,,,,Producer,Periphyton,,Community,,,NA,Plant growth/size,Size,Plant,Ash free dry weight,mg cm-2,,,No,1.66667,,12.5 degrees celsius ,19.5 degrees celsius,7,4 ÔøΩ 7,0,10?g?L?1,,3.372093,2.7441852,4,3.639535,2.1860464,4,3.2790697,2.2790696,4,2.988372,1.3023256,4,3.5465117,3.539133986,3.639535,2.233042443,4,0.869565217,1.827912815,-0.265515327,0.502203075,-0.262005639,0.502145217,-0.30976789,0.50299863,Multiplicative,0.5581397,0.550761986,0.651163,N,Multiplicative,N,7.931038675,2.758622019,5.172416656,,,Smaller,Smaller,,
,F,116,165,2018,Hasbein,Ecotoxicology,OFM,21/01/2019,Freshwater,NA,USA,,NA,NA,,Lab,,NA,250 ml ,10,4,"Each treatment included four replicate 250 mL glass beakers, each containing 100 ml of treatment water, 10 organisms, and a 2 cm2 piece of NitexÔøΩ screen as an artificial substrate",3,Pollutant,,,Measures of swimming behavior,Temperature,Temperature-controlled environmental chamber,3,celsius,Dec-20,Elevated,Yes,"Animals were transferred to aerated 7-L aquaria and maintained in control water at temperatures corresponding to the following exposure scenarios: 12, 16, and 20 ÔøΩC, at 0 ppt salinity for 48 h",,Salinity,T x Salinity,,,3,ppt,0-8,Elevated,,0 ppt,Hyalella,azteca,,Invertebrate,Amphipoda,Detritivore,Population,,Native,NA,Animal survival,Survival,Animal,Percentage survival after 96h of exposure to different treatments,Percentage,Yes,"During acclimation period H. azteca were fed once a day 20ml of YCT (yeast-cerophyl-trout chow, Aquatic Research Organisms). Amphipods were not fed for the duration of the experiment exposure.",No,4,,12 degrees celsius ,20 degrees celsius,8,8 ÔøΩ 11,0 ppt,8 ppt,,1,0,4,0.975,0.05,4,0.975,0.05,4,0.95,0.057735027,4,0.95,0.950625,0.975,0.05,4,0.869565217,0.054006173,0,0.5,-0.010063262,0.500003165,-0.402530478,0.505063462,Additive,0,0.000625,0.025,Additive,N,N,2.5,2.5,0,,,,Within,,
OriginalData,F,10,17,2011,Vidussi,L & O,MJ,,Brackish,Lentic,France,,43.41361111,3.688611111,,Mesocosm,9 days,9,3.0 x 1.2 m,8,NA,,2,,March-April,2006,,Temperature,Submersive water heater,2,celsius,,Elevated,Not given,,,Light,T x Light,,UV fluorescent lamps,2,nm,,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,Native,NA,Animal biomass/abundance,Abundance,Animal,nauplii,ind L-1,,,Yes,10,Yes,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,20% increase in ultraviolet B incidence,,4.88,1.5,2,3.94,0.5,2,4.99,0.5,2,5.62,0.5,2,4.05,4.028811475,3.94,0.5,2,0.571428571,0.5,1.794285714,1.402432653,1.818501171,1.413368314,1.92,1.4608,Additive,1.57,1.591188525,1.68,Additive,N,N,19.26229508,2.254098361,17.00819672,,Larger,,Larger,,
,F,139,284,2016,Mari,Biology Letters,OFM,13/03/2019,Freshwater,Lentic,France,,46.43333056,6.549997222,,Lab,,NA,24 well cell culture microplates,1152,12,duplicates of 12 eggs per family randomly distributed on a rack (total ÔøΩ 1152 eggs),2,,,,,Temperature,Climate chambers,2,celsius,5-8.5,Elevated,,,,Habitat Alteration,T x Habitat Alteration,Sediment,Sediment,6,g-1 cm-2 ,0-0.029,Elevated,,,Salvelinus,alpinus,Embryo,Vertebrate,Salmonid,,Population,,,NA,Animal growth/size,Size,Animal,Total length,mm,No,,No,NA,,5 degrees celsius,8.5 degrees celsius,3.5,1 ÔøΩ 3,0 g-1 cm-2,0.029 g-1 cm-2,,14.074732,0.351090163,12,12.966629,0.550005806,12,13.759194,0.608576836,12,12.340281,1.029849697,12,12.651091,12.67593329,12.966629,0.580031099,12,0.965517241,0.835771044,-0.359060554,0.167114321,-0.387759394,0.167188741,-0.723583089,0.168484627,Additive,0.31081,0.33565229,0.626348,Additive,N,N,7.872995379,2.241875725,5.631119655,,,Smaller,Smaller,,
